text,labels
Corona means crown. Is it sent by British Crown like all our other troubles? Their Knight Bill Gates holds patents related to Corona Virus and had showed 65 million deaths in a hypothetical Corona virus simulation.,1
"5G LAW PASSED while everyone was distracted and told to GO INSIDE and STAY INSIDE... - S.893 SECURE 5G AND BEYOND ACT OF 2020 -

Signed into law 116-129 on 3-23-2020, that will speed up the installation of 5G and protect profits!

Children had to be out of schools for them to act",1
"5G Could Boost IT Spending in 2020, But Slowing PC Sales and Coronavirus Disruption Will Inhibit Overall Growth, According to IDC Black Books https://t.co/D6lZe4MfHE",0
"Isa Pantanmi (Nigeria's Minister of Communication and Digital Economy) an Islamic Cleric and a Technology expert might believe that 5G is responsible for #COVIDー19 .

Channels TV pressed him to clarify his position. He deferred to further research. An expert ooo",1
"Not sure if this is true or not, but if it is, its massive! 😲

HUGE: The UK Just Dumped China's Huawei in 5G Tech Roll-Out — Citing its Lies Over Coronavirus. | News and Politics https://t.co/5Vjg6l71sM",1
"This was on the news.  This cannot be a coincidence!
Did I just spot the Y hd? And The missing N?
News unlocks....  Future proves past
Hall of Famer is past
42? 55? 13?
Whos at the mound!!!!! https://t.co/qOfJveF0dK",1
"Ericsson, a major exhibitor at the Mobile World Congress (MWC) in Barcelona and major 5G manufacturer, pulls out from MWC due to #Coronavirus  It joins LG &amp; ZTE https://t.co/clXd8mBEwC @ericsson #MWC20 #MWC20 ericsson @ZTEPress @LGUS https://t.co/YuiGBFEzbm",0
"So I was told the reason why the Federal Government decided to keep us at home is because they're digging to plant the 5G Network, and how true is this?
Take a listen to this by @JoeyOffAir https://t.co/bDQnyz0TDb
#covid19plateau #StayAtHome",1
"EXC: Plates shifting... No10's Bew foreign policy review shelved amid internal pressure for major rethink about relations with China

📱Cabinet calls for Huawei u-turn and diplomatic deep freeze with China until they reform

🌏Growing acceptance CV19 has blown up global politics https://t.co/Wqo8iUVEXe",1
"Tahiti, with a population of just 189,517, has their first case. ""French Polynesian politician Maina Sage had been confirmed with the virus after returning from Paris on 7 March."" https://t.co/dXwUBDA64o",0
"On February 25th at 10am PT, we'll be livestreaming our #WhatsNextin5G Press Event from our San Diego HQ. From making announcements to hosting special guests, it's like #MWC20 without the paella. 🥘 Stay tuned for updates. https://t.co/Jyxm7EHELQ https://t.co/TgCj2hGLjx",0
"@AlexWan86777954 I have visited China twice. I have not visited Wuhan. The cuisine, and the culture of the people, in every different city, are all different. It's a wonderful place to visit.",0
"China on Fri. announced measures to boost consumption amid the #COVID19 outbreak. Measures include increasing car plates in cities that restricted car purchases, expanding imports, acceleration the construction of 5G networks and commercial use, and setting up new duty-free shops https://t.co/NsBDccFQCI",0
Not going to lie... I can understand 5G being linked to increase in radiation which in turn can cause the increase in cancer diagnosis... but to say 5G cause COVID-19? Lol bye,1
"The Dow dropped significantly this morning because of the continuing spread of the coronavirus.

The @realDonaldTrump budget proposes cuts to the Centers for Disease Control and Prevention. 

Retweet if you think cutting @CDCgov is really dumb.

#MondayMorning Thoughts https://t.co/gvuG6km420",0
@ChuckGrassley Maybe because it points to the level 4 biohazard lab and the all encompassing 5g there in the city of Wuhan in the Hubei Province. What about the arrested Harvard Professor?,1
"Because Nigerian pastors can't cure Coronavirus, they invented the 5G nonsense just win back their lost credibility

They know their followers are dumb including those with masters degrees and PhDs

I told someone that Nigerian pastors will not lose their business without a fight",1
"so if one were to do a comparison, YES this corona plan in effect for over a decade ,in 2003 was a large corona but no 5G so radiation poisoning was less, YES the folks in power of US gov since the clintons&gt;today it is JUST like 9/11 china blamed now though,innocent muslims B4",1
"@BettyLoo15 @AintGets @RudyGiuliani I know what was meant by the original post. You can attempt to change the subject as much as you want.

Your attempt at making this about feelings vs facts tells me you are more prone to thinking that your feelings are facts, because you don't know how/when to know the two",0
"@SylviaD32911201 Wuhan was the 5G testbed. Vids online that show people just keeling over for no reason Aren’t virus related but 60Hz related. 

https://t.co/rkZYMBLmhk",1
"There isn't a shred of evidence linking 5G to Coronavirus.

I'm sure 5G is just awful for many sensitive people but it has nothing to do with this pandemic &amp; suggesting it does only increases the uncertainty and borderline panic people are experiencing rn.

Most ppl will be fine.",0
"We also know - because again, science collects data, and then processes that data and makes reports, etc - that when travel bans are implemented, they at most slow the progress of disease two weeks. #COVID19 

https://t.co/4Fp4PI8wCT",0
One of the ‘holding cells’ for the passengers waiting to board the #royalprincess in #LosAngeles Still no word as to the reason for the delay. @PrincessCruises https://t.co/omxj1HUiph,0
Instagram thots claiming that COVID-19 is fake and blaming 5g for this. Y’all the ignorance is real. #StayHome,0
"#Huawei Mate Xs is coming! Huawei released its lastest #5G foldable #phone Mate Xs in #Barcelona, using its self-developed 5G #Kirin990 chipset with a starting price from 2499 euros, amid headwinds of the COVID19 and an intensified US ban. https://t.co/9capC8iWZe",0
"Instead of jumping like popcorns feeling the heat to arrest this lumpen the authorities should have investigated his allegations to determine if there is iota of truth in his assertions, now it seems the government is on cover-up mission by silencing him. Is 5G all good news? https://t.co/4cPx15hJ52",1
@AudemarSz Nah mine be like Corona is bc of 5G n shit so when niggas went to the doctor they got a shot that WAS Corona so that china could do population control,1
I just pray for God to have his way cos I’ve seen too many curses come like disguised blessings. I’m not here to figure out or know what’s going to happen really and truly your here to have faith in him so corona can suck on one and tell 5G to suck on two.,1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell Knock, knock.
Who's there?
Simon Cowell.
Nice try, Howie. I have a video surveillance system.
Then why did you ask who was there?
No hablos ingles.",0
Stark images out of the northern region of Antarctica reveal a barren landscape nearly devoid of snow and ice following record-setting temperatures last week. https://t.co/lIVT9r6E90 https://t.co/JRcTzGJZCh,0
"An honor to meet with @POTUS and Prime Minister @narendramodi today during bilateral United States-India meetings! Among other things, the discussion focused on how we can work together to advance #5G’s potential to deliver connectivity, promote innovation, and create jobs. 🇺🇸🇮🇳 https://t.co/UqrrwRhcba",0
Telling y’all this corona shit was a fucking distraction from the 5G towers boutta boil our fucking brains wtfff,1
Evidence is sure pointing this way. It was massive press-fueled overreaction and not the Wuhan Virus that threatened the lives of millions of Americans. https://t.co/AuR7UaAUfZ,1
"Lockdown in Italy can only stop virus transmission among cities, but can’t stop community transmission. The latter is the most serious problem in Italy. Italy should put all infected people in the hospital, instead of letting them stay at home.",0
"We have no reason to believe 5G is safe. 
Our Nigerian Government Too Like Money. We don't need 5G in this country 
#covid19 #5G #5GCoronavirus #5GinNigeria https://t.co/ETrq8AdDSe",1
"You can’t make a definite and conclusive statement like “Coronavirus is not killing people, it is 5G that is killing people”..and then now say “you are concerned about health”. At the very least, you should admit were wrong and that you are better now informed.",1
"@powerm1985 I know people who fear that a 5G Network could be abused for Chinese Spying...

I wonder if they are using Corona as a way to discredit other 5G Conspiracy Theories",1
"They are calling 5G the ‘perfect’ network. 
But look closely at 5G, the G is actually 9 upside down. 
So it’s 59.
7 depicts perfection. 
So 59 + 7 = 66. 

If 5G is supposed to be ~10x better than 4G.... https://t.co/Zb59CkbJzY",1
"@ladynthedesert @YouTube I hate to jump without firm evidence, but there is a protest movement of European scientists who are unhappy with 5G safety. Just recently the Slovenian government has suspended work on 5G. It's however way to early to link 5G to the virus.",1
#BillGates #5G #Covid_19 #covidvaccine eyes &amp; minds are open !!!! your going down !!!! Please leave your comments on his Instagram #ve_shiva #DavidIcke #Garethicke #10downingstreet #BorisJohnson https://t.co/fJIoacyciU,1
“We are not in a pandemic yet. We are in an epidemic situation with multiple foci. There are currently 23 countries outside of China with reported cases. We are still very early in this outbreak.” World Health Organization @WHO provides an update on the #coronavirus outbreak. https://t.co/pvIEGrjwDJ,0
"The nCoV numbers:
23,865 infected
479 dead

The model i featured in this morning's video has been suspiciously accurate for many days.

Looks like plug numbers from a CCP PR type.
23,803 and 499 https://t.co/s5As4jjRtJ",0
"Boris Johnson suffers embarrassing revolt as Tory MPs vote to end Huawei involvement in 5G network

Up to 40 rebels refuse to step into line – staging show of strength ahead of summer showdown they are increasingly confident of winning
https://t.co/SOL3fcPnai",0
"Q5: When should organisations begin developing, implementing &amp; testing their #DisasterRecover (#DR) and #BusinessContinuity (#BCP) plans and look to put them in place for full #DataProtection, and why? 

#ad #commvaultinfluencer #CommvaultVirtualConnections @commvault #ransomware https://t.co/2NEOEYRLSE",0
".@kirklandgov confirms with @KIRO7Seattle that ""several"" fire crews are in home quarantine following contact w/ two #coronavirus patients at Life Care Center.  Those crews will be out of the mix for at least 14 days. https://t.co/UPXSdnXxhj",0
"“A grave risk is Moscow could win over the West, reconciling without the resolution of disagreements over Russia's annexation of #Crimea &amp; #ElectionMeddling in Western countries. That would plant the seeds of serious problems in the future.”

#Helsinki
https://t.co/FCizjlmNUa",0
"A cashier at Costco told us they were totaly unprepared for the supply runs people were making, even almost running out of stuff (water and toilet paper were still plentiful). A family in line said they never before have bought as much as they did today. https://t.co/Uoa9ckwC6G",0
"China speed! Construction for a new 1,000 bed #hospital for #coronavirus patients in #Wuhan is underway. Construction will take about 6 days. The hospital will be equipped with #5G in order to deliver state-of-the-art #telemedicine. https://t.co/4jjqThjX0L",0
"@mrjamesob South Korea was the first country to adopt 5G in April 2019, why did this mysterious virus wait a year to become a pandemic?",1
"Yes, 5G is dangerous to our health. It uses very high frequencies in the frequency spectrum (Milimeter Wave Technology). But linking it up with Coronavirus is far fetched. Iran for example, has no 5G stations but it is reeling badly with the outbreak. Make una stop abeg.",1
"Confirmed -- Google is recommending *all* of its North American employees work from home due to #coronavirus concerns. 

Biggest company to do this so far. 

Parent company Alphabet has more than 100,000 employees most of whom work in the US.",0
"@allthatchas I did not. I got my highlights from the transcript on Medium. I got has far as telecoms companies owned by cults who need 5G to control all humans and do a ‘mass cull’ and his continual reference to “so-called COVID-19”. 

What’s your view?",1
"Effective immediately, operations at all nightclubs and dayclubs will be suspended temporarily.",0
"""41% of China’s population lives outside urban areas, more than twice the share in the United States. Diseases generally spread faster in urban areas.""",0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson Did you know that in the US, NBA once stood for No Black Athletes? Yep. Then Canada let the US have basketball and they changed the name. Nothing But Aryans was their first choice, but, the games were boring. Nice of them to keep using the same acronym. Consistency. 👍",0
FEMA collection body’s mhm wonder why . Hope all this people get a gravestone like all the American that died on our land. 🧐 #NoMoreDreamsIsComing #COVID19 #5G #5GCoronavirus #americanway https://t.co/XxJT8VryGB,1
"This week on RAVETEC:
seyi Convener, @eChurchproject
talks about technology and 
the church in the face of #COVIDー19 
Nig. not fully ready for the future of work- Tech Expert
@YouTube will delete videos that falsely link 5G to covid19... And more stay tuned https://t.co/InVqXGYZ1T",1
There has been a number of cases seen that victims collapse on the streets - similar to what was reported in China https://t.co/es44b62sbj,0
"One small thing I'll sometimes do to make the online world a better place is to find and report some of the most abusive and offensive online accounts I find commenting here or on Facebook. Unfortunately, there's rarely a shortage.",0
"Trump Ain't scared to open the economy,He knows their is no corona virus,and the other Governors can't get it..This rap game is done.We need to move our 5G agenda thou a global economic pandemic awaits ,as they wanted it.",1
"""Coronavirus or Chemtrails from Dajjal with 5G technology""? I'm not sure, posting for your attention, read this article:

https://t.co/dgc8FDZtU8",0
"@dukedynamite with all this coronavirus stuff, some NextDoor yahoo reminded us of the DANGER OF 5G RADIATIONS",1
"Special Collection: Coronavirus (COVID-19): infection control and prevention measures | Cochrane https://t.co/s3CoqCsRr7
  
Today Cochrane has released a new Special Collection: Coronavirus (COVID-19): Infection control and prevention measures.",0
"People aren’t saying 5g spreads corona. They’re saying the level of radiation can be of detriment to people’s health. 

Who tf is writing these cover up news articles?",1
"This afternoon, I was notified by CPAC that they discovered a photo of myself and the patient who has tested positive for #COVID19.

While I am not experiencing any symptoms, I have decided to self-quarantine out of an abundance of caution. 

Full statement → https://t.co/74oeaYOBYR",0
@Roomi_pk @VoiceofEastnet @MirMAKOfficial I am not talking about any particular government. I am talking about the global Elite that controls all the governments.,1
"@Bee42681881 @seahaze55 @2013Boodicca @spambean Why is no one still raking about Gate’s population reducing vaccine strategy. Who wants a vaccine that’s a Trojan horse for aluminium and sickness triggers. What is the impact of 5G roll out in Wuhan, Tehran and Milan. Is 5G responsible for depleting oxygen, the same as covid-19?",1
"SHOCKING: MN Sen &amp; Dr. @drscottjensen said that he received a 7 pg doc from @mnhealth to fill out death certificates with a diagnosis of #COVID-19 whether the person actually died from COVID-19 or not.  

Why is #MN inflating COVID-19 death numbers? https://t.co/llvHDoIMGH",1
"@adekunleGOLD It cant be over oh..because there is no corona virus in nigeria..there is only 5G network..that we totally cause desersta,both to the rich and the poor",1
"NEWSLETTER: Coronavirus and Connectivity: Even the FCC is Involved, Zayo deal closes, and more. Read articles here: https://t.co/w7tecvNeg6

#cre #commercialrealestate #covid #coronavirus #zayo #fcc #5G #tmobile #dish #sprint #wework https://t.co/uNidIcnbM5",0
"Dr. Liang: 25 experts. Spoke with officials, scientists, residents, medical workers. Our main goals: to understand 1) characteristics of epidemic 2) clinical symptoms incl. mild/middle/critical 3) prevention/control measures and effectiveness 4) suggestions for future research",0
"5G may well be totally innocent regarding coronavirus, but the very fact that a reported 5 million Chinese went around the world for Chinese new year, 3 weeks after the covered up outbreak are not",1
What’s the plan #Qanon? Allow dangerous 🖐🏼7 installations at your schools while your country is shut down and destroyed? Forced vaccines? Wuhan Wiggles? Peep this @0ctoberReignz https://t.co/42oUbiPVOQ,1
"Commerce Secretary Wilbur Ross leaves CNBC hosts dumbfounded after he tells them that American families won't be bothered by tariffs on $200b of Chinese goods because ""it's spread over thousands and thousands of products"" so ""nobody will actually notice"" that prices went up. https://t.co/VXgCZ9EQFr",0
"Very excited for our meetup tonight with an all ⭐️ panel feat. @cori_crider @bbw1984 @privacyint @libertyhq. We'll be talking facial recognition, profiling &amp; predictive policing among the many ways data intersects with our civil liberties https://t.co/EzzDHygHQW",0
Governor Newsom: Please Do Not Deploy 5G / Wireless Installations in Our Schools During Quarantine! • Children's Health Defense https://t.co/QVpNdm4Ox8,1
"""This is one of the most bone chillings videos I have ever heard.   It also brings to mind Hell. Although, Hell is one thousand times worse."" - Nick C

Screams heard at night from city that's on lockdown for the ""coronavirus"" - 27 second video

https://t.co/uw9yEx9NKd",0
"Wow... page 341. IG says FBI used an Aug. 2016 'defensive briefing' with the Trump campaign as an ""opportunity to gather potentially relevant investigative information” about  Michael Flynn

They used defensive briefings for their investigation into the Trump campaign

Wow",0
"#WuhanOutbreak, #Wuhan government using unknown mist to disinfection the small local community. 
As we can see, the unknown mist covers the cars or buildings surface.
🇨🇳 not only spreading virus by the Chernobyl Now spraying l unknown mist to poisoning their citizens
@SolomonYue https://t.co/pf5cJfv6nZ",1
"If what people are alleging is true, that its 5 g that is behind the deaths and not corona virus, who is going to use 5g then? Just thinking louder.",1
"@DanielleFong @GissiSim @UN @WHO @MIDAS_Network Official USA plan in pandemic situation 🦠💀👇
With @WHO pandemic scale. #Coronavirus #Covid19

""Pandemic Influenza Preparedness, Response, and Recovery Guide for critical infrastructure and key resources"". 
https://t.co/Nm7as7xJ0B https://t.co/xJ20ywRumd",0
A spokesperson for Austrian train operator OBB has told Sky News train traffic has resumed in agreement with the Austrian authorities and the suspected cases of COVID-19 have not been confirmed,0
"Liz Truss has just managed her first significant trade deal ... with China!!!

They get unfettered access to our 5G network and we get their Coronavirus.

Well done Liz!!
☹️",1
"Genetic variants influence your susceptibility to pathogens. These variants allowed your ancestors to survive an outbreak. 

Digging into some of those genetic variants, with examples you can look at in your 23andMe data: 
https://t.co/3eZXubLxXU   

#coronavirus #flu #pandemic https://t.co/5FWqLpTGIs",0
@jimcramer these video conference companies won't out last #coronavirus. Zoom and your last guest will be chewed up and spit out by Virtual Reality. 5G is going to take #VR to a place these companies can't match.,1
At what point do we admit the plan is for most of us to get the Coronavirus  because there is no other possible outcome anyway?,0
"Birds dropping like flies in Italy.....We need to stop that 5G.
 I've seen similar vidoes from UK and other countries. Those radiations are slowly wasting animal lifes.
It happened yesterday.
Repost @youcantstopthetruth https://t.co/J5Vv2y9yet",1
"whatmecrazy Inventor_Q Jordan_Sather_ LOL ..tell me how you really feel whatmecrazy I actually swiped links from the wrong tweets, so you're right about that (although I think 5G is another killer and we must stop it) but here's our latest on coronavirus that gives answers: …",1
"@TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @TheJusticeDept @WHNSC @PekingMike @PnPCBC @CrisisGroup @UyghurCongress @uyghurproject @UyghurBulletin @SCS_Disputes #China's ""government is harvesting and selling organs from persecuted religious and ethnic minorities on an industrial scale, the UN Human Rights Council has been told"" https://t.co/QHm8ktyJc7 #FalunGong #Uyghurs #Tibetans #Christians #UNHRC",0
Coronavirus conspiracies debunked: 5G isn't responsible for the deadly infection and it didn't ... https://t.co/zxy9Ot8gdN via @MailOnline,0
"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine
By Carole Hornsby Haynes, Ph.D.  https://t.co/fR94VHfjyO",1
"In the last 24 hours, I’ve spoken to lots of sources on the Hill and in the White House and I’ve become convinced that Washington’s response to coronavirus is going to be a massive massive story.",0
"@icemanokshady Ask your yourself, they said there is no cure for COVID19 yet but people keep recovering from the sick. Even Oyo State gov recovered in less than 5 days. They said COVID19 symptoms is severe cough but nor of the patients have coughed during their live videos.",1
"Lunch break? #MWC2020 is on ice, but what's new in mobiles, foldables and 5G from Huawei, LG, Oppo, Realme and others? What effect will COVID-19 have on the tech world in 2020? Guests @Ausdroid's @JM77 and @PickrAU's @Leighlo 

https://t.co/j0Cm6PdDeB https://t.co/CvQTVfe9na",0
"To confront #COVID19, China used an impressive array of tools -  telehealth, rx deliveries, rapid CT scans for diagnostics, PCR diagnostics in &lt;4 hours, data technologies to enable contact tracing of 70K people, 5G for communicating with field teams. 

https://t.co/faktpQUrq7",0
"Pomeranian dog in Hong Kong has tested positive for coronavirus. Pupper was asymptomatic and now in quarantine, owner is one of 93 confirmed cases in HK.
Countries are struggling with testing kits/capacity but HK is testing dogs #2020firstworldproblems
https://t.co/PMNCbfrqfd https://t.co/KKLcKVs4WY",0
"@sumlokkei How generous, although the China government is suppressing almost any mention of the coronavirus so it’s questionable that this ‘gesture’ is useful for providing information. It is, however, quite a good PR tool for the mobile company that has a vested interest in 5G adoption.",0
Y’all do your research on 5g and radiation poisoning. If you have a black tourmaline crystal...GET IT &amp; USE IT!,1
"AMERICANS EVACUATE: A second group of Americans are escaping Wuhan on a State Department flight bound for California. 
 
As the outbreak grows, Chinese officials are even adopting violent measures to contain the virus. 

@RamyInocencio reports https://t.co/FGRwGHhgqi https://t.co/RjKORF2m3E",0
".@BBCRadioManc's very own @EamonnONeal has been installed as the High Sherriff of Greater Manchester today.

Congratulations Eamonn!! 

Hear him tomorrow morning from 6. https://t.co/fB3Bke3VpM",1
You're being irradiated by a steady bombardment of #EMF and #5G radiation that will sprout brain neoplasms like cauliflower and then it will be too late. Note how no one on conventional #MSM ever discusses such. They can't.,1
"President @realDonaldTrump returns  to Las Vegas, Nevada tonight after a busy day in Palm Springs, California, followed by Bakersfield, California, then Phoenix, Arizona — for a MASSIVE #TrumpRally! #MAGA #KAG2020 #KAG2020Landslide https://t.co/5C4LPX3EEC",0
Radiation is bad for human beings 5G is not safe and hundreds of doctors and many scientists are saying the same thing whilst Covid-19 pandemic is ongoing and thousands of lives lost why the fuck are local councils rolling out masts don’t add to the problem ffs,1
"Over the growing concern of Novel Coronavirus &amp; its impact on global health, #MWC20 in Barcelona has been cancelled. Hence the launch of #realmeX50Pro 5G  has been shifted to an online launch globally on 24th Feb in Madrid. Stay tuned for further updates. https://t.co/A8jEmMJQyv",0
"I think a random group at the local bar spit-balling for 5 minutes could have come up with a better list of ideas.

Below; our endorsed national actions. https://t.co/jaKzqdcLr3",0
"Doctor Liang Wudong at the ENT department of Hubei Xinhua Hospital who had been at the front line fighting against #nCoV2019 in Wuhan, died from the virus on Sat at the age of 62. #RIP https://t.co/kahysasuIB",0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson I mean, if that's what all of the weapon stockpiling is about, then, I wanna change my stance on gun control.
Yeah, just start givin' 'em away for free. Lovin' the double-ended use of the apostrophe in that last sentence. Sweet! Anyways, yeah. Bad people. Free Guns. Comeupins.",0
1. The polio story as you learned it is wrong. It’s one of the most often misunderstood sequence of events in the last two hundred years. I wanted to explain a few things about the disease to help people understand what actually happened. https://t.co/xT7YjIb4kZ,0
"This will go over heads...but listen...
The corona virus + 5G isn't a biowar, it isn't a religious prophecy or about Adrenochrome that you can synthesize in a lab either. It's a distraction, and part of a plan to help the US move to or adopt a digital currency. #COVID19Pandemic",1
President Trump has left the U.S. dangerously underprepared to face a public health crisis like a #coronavirus outbreak. @devisridhar and I explain how via @CNN https://t.co/gohxobjXOv,0
Maduro cancels all flights to Europe and Colombia for a month. That's the bulk of Venezuela's remaining international connections.,0
This is significant. New Jersey thought it would have CDC confirmation on its first two coronavirus cases late last week. The CDC hasn't offered state officials any explanation as to why they haven't confirmed positive tests from NJ's public health lab https://t.co/Z5Blx9PWz7,0
"President @realDonaldTrump just addressed the nation from the Oval Office. 

""We are marshaling the full power of the federal government and the private sector to protect the American people."" https://t.co/2YuF31enLo",0
"That's the important question that is still up in the air, mainly because it is hard to study. If children have an equal attack rate, but are less symptomatic, is their reproductive number lower — and how much lower? 

Should schools wait around to find out? Probably not.",0
"Report: 5G iPhone Might Be Delayed Due To Coronavirus. According to a new Bank of America report, it's possible that we might see the expected September launch of a 5G iPhone delayed by a month. [ Continue reading this over at https://t.co/Wgfcy6UTJw ] ... https://t.co/ZNc6G2ufmX https://t.co/fM0Y8cp4W1",0
"Someone should kindly point me to any reference material where it was mentioned that the Covid-19 #vaccine will be tested in Africa? 

Do we enjoy void convos that much in Africa?

From 5G to Vaccine Testing. Na wa o
Cc: @EmekaOkoye",1
"Apple's highly anticipated 5G iPhone could see a delayed release as a result of the coronavirus, according to BofA https://t.co/F8tfc5pgaJ",0
@cnn also invited grifter the Food Babe to speak as an expert about food-borne diseases. Y'all need to do better as a network. https://t.co/E6ZxtODMVF https://t.co/llJvxZaFsx,0
5. Shouldn’t we wait to see the China situation? They've contained  the epidemic after 7 weeks of intense national effort. Will their strengthened systems not contain outbreaks quickly? What is their herd immunity? We don’t have serology available yet? It might be substantial.,0
"Confirmed: Internet disruption registered across #Iran from ~4 a.m. local time; multiple fixed-line and cellular networks unreachable internationally for an hour 📉
📰https://t.co/mxTUJUpkat https://t.co/7ZsdxNJUhp",0
"The heart-melting moment! A man voluntarily left 500 face masks at a police station in east China's Anhui Province, and ran away quickly. Policemen chased after him and gave him a salute in appreciation. #coronavirus https://t.co/zP7UKJcLnr",0
"A Thai man was admitted to a hospital due to pneumonia. He repeatedly denied that he visited a #COVID19 high risk country. After more than 24 hours, he finally admitted he visited a high risk country. By concealing the truth, he now puts 30 medical staff &amp; hospital staff at risk.",0
Rapper Axel Leon Went Off On This One &amp;quot;I Heard Jail Got The Covid Now Theres Poison In Our Cells &amp;amp; Every 5G Tower Is Putting Poison In Our Cells&amp;quot; https://t.co/ea1hX59Q39,1
@Wendy85082438 @howroute It’s a strange virus granted. Some have no illness yet are spreading some are dying and some are showing mild symptoms. It’s got the mo of many different viruses all rolled into one.,0
"Bihar General Administration Department issues order, asking all department heads (except health department) to assign working shifts on alternate days to class C and class D employees of the state. #Coronavirus",0
Coronavirus epidemy in Iran has past the crisis level. The country is imploding - law and order to disappear in the next days. A number of officials already died and mass infection among hospital staff and police forces reported.,0
"I’m wondering how people can think China for sure lied about their coronavirus numbers...but also think the virus is a hoax/fake. 
I can’t reconcile this; please can you explain it if you fall into this category (I know some of you do cause I’ve read your tweets). #ChinaVirus",1
Kenneth Copeland healed viewers of the coronavirus through their televisions last night. https://t.co/8lwHufTIy4,0
Another interesting development in Wuhan China - Central China province launches commercial 5G applications - Xinhua | https://t.co/D6MoN3ssNR https://t.co/Y2NU2RlRES,0
"I know exactly the hypotheses anent Bill Gates, forced vaccines, ID2020 and 5G. Here’s my question.

If the country as a whole doesn’t know said concerns you’re wasting your time. You’re in a circle jerk, some cosmic echo chamber with fellow travelers.

How do you go mainstream?",1
"Wake up people!! 5g drops now.. while everyone is quarantined from the coronavirus, yet another coincidence. 
#COVID2019 #5GMindControl #5GKILLS #ChinaLiedPeopleDied #HumanRights 

5G Is A Weapon - The Hidden Military Use of 5G Technology. https://t.co/oAM1Yxvk2a",1
"""Rectal swabs can detect [SARS-CoV-2 RNA] in patients even when conventional oral tests are negative, doctors at the Wuhan Pulmonary Hospital in central China said in a study... patients may harbor the virus in the intestine at the early or late stage"" https://t.co/KdPDTHc4O7",0
"The fact that the absurd ""5G causes coronavirus"" conspiracy theory is raging through the UK is yet more proof that Facebook's war on ""fake news"" was never about combating harmful conspiracy theories, it was about censoring right-wing political opinions.",1
someone said coronavirus isn't actually a virus and it's 5G that's killing people hahahahahahahaha get off Facebook man 🤣,0
@jimalkhalili I have so struggled with is. I have been looking at all the evidence of Russian interference in Brexit and Trump since 2016 and the evidence gets stronger and stronger and stronger. Yet I still feel crazy promoting the theory because it is straight out of James Bond...,1
I know it's hard to believe but #5g doesn't cause #COVID19 5g towers will be much closer to us as you already know. If anything cancer may slowly raise but not create covid 19.,1
Pastor Chris Oyakhilome claims FG locked down Lagos and Abuja so they can install 5G network (Video) » https://t.co/I6W5eAOGxA,1
"Very detailed #covid19 reporting from South Korean health officials. They have tested, or are awaiting results on, almost 20,000 individuals; demonstrating a significant diagnostic capability. They appear to have a current testing capacity of more than 3,000 cases a day. https://t.co/iH9yRRFPtF",0
"@w_terrence @CuresCancer What’s wrong with you guys? You take up any conspiracy at the drop of a hat! 
The way you see things the enemy is whoever you disagree with (I’m shaking here!). 
I noticed elsewhere your fellow nutcases are blaming 5G as the real cause of the Coronavirus! What next? Barcodes?",0
"I'm predicting a few more to go down with ""coronavirus"" in parliment. I just checked the 5G map. westminster and surround areas are bathed in 5G from all 4 networks. https://t.co/WXI48d1V3S",0
"In case anyone thinks I'm over-stating risks of flying people out of the *locked down for a reason* #Wuhan region in China to different countries..
Tray tables on commercial flights have been shown to have 10x more viable bacteria than toilet flush buttons
https://t.co/Pe4Qssa5JL",0
"Today marks one week since President @realDonaldTrump asked me to lead the White House Coronavirus Task Force. I couldn’t be more proud of @SecAzar, @Surgeon_General, Ambassador Birx, Dr. Fauci &amp; the entire team as we put the health &amp; safety of the American people first.",0
"Today I have signed the Withdrawal Agreement for the UK to leave the EU on January 31st, honouring the democratic mandate of the British people. 
 
This signature heralds a new chapter in our nation’s history. https://t.co/IaGTeeL2is",0
We got pyramid schemes going on tobacco shops are “essential” and people still going to party’s like there ain’t a pandemic going on regardless of wtf it is 5g towers miss rona or the government killin people all of that can be avoided if you just sit ya ass in the house,1
A health care worker union plans to go on strike if Hong Kong authorities do not fully close borders with China amid the coronavirus outbreak https://t.co/eSI0CbYcw4 https://t.co/mrnNkG2o0n,0
So in other words the media are being told to not link the corona virus to 5g? Or else ! Lmaoo. Interesting https://t.co/hwibrSxiDz,1
