text,labels
@galgitron 5g doesn't cause the corona virus but you can get sick from radiation giving similar symptoms. They both exist and they're separate. One may be a cover for the other.,1
"The release of #Apple’s #5G #iPhone could be delayed by a month to October due to #coronavirus outbreaks worldwide, media reports said. #iPhone12 https://t.co/3n3ZrJUjN5",0
"From firms pulling back to event cancellations, as #COVID19 spreads, #5G plans are facing setbacks. Learn more: https://t.co/Gk3IcLMLKh #mobility #networkinfrastructure https://t.co/3GEeg2W27L",0
Y’all know how a microwave heats up food by the 2.4 Ghz frequencies causing the Atoms in the water molecules to spin faster therefore heating it up? Did y’all know that the 60 GHz frequency from 5G does the same thing with oxygen? And that Wuhan Was chinas pilot 5G testing site?,1
"Coronavirus: Bioweapons, Vaccines, Fake Pandemics, Globalization Plots &amp; 5G Sickness - Let's Dive In | @TLAVagabond https://t.co/5tAdYXPfYF",1
"5G penetrates your skin with harmful radiation
Weakening the weak immune systems amongst us RESULTING IN DEATH
Guess where 5G started wuhan.
Then rolled out worldwide 
The weak die thru corona or is corona just a mask for the 5G radiation",1
"On February 25th at 10am PT, we'll be livestreaming our #WhatsNextin5G Press Event from our San Diego HQ. From making announcements to hosting special guests, it's like #MWC20 without the paella. 🥘 Stay tuned for updates. https://t.co/Jyxm7EHELQ https://t.co/TgCj2hGLjx",0
Idk how long it’s going take for people to do their fcking research and stop getting into conspiracy theories.. Corona comes from 5G network don’t believe me Brother Polight just broke the WHOLE shit down on his IG go watch the video &amp; Chaka reposted it if you are hip about Chaka,1
this 5G information is not a conspiracy theory its legit they showing data and results so if thats the case you can contract the virus to some extent while in your house on your phone.,1
So South Korea was the first country to adopt 5G on a large scale. Wonder how much of this has to do with corona.,1
T mobile 5G needs to be shutdown as a precautionary MEASURE! all these places with outbreaks in the usa have 5G. CORONAVIRUS = 56 TELEKOM Mobile = 56.,1
@Wendy85082438 @howroute It’s a strange virus granted. Some have no illness yet are spreading some are dying and some are showing mild symptoms. It’s got the mo of many different viruses all rolled into one.,0
"That's the important question that is still up in the air, mainly because it is hard to study. If children have an equal attack rate, but are less symptomatic, is their reproductive number lower — and how much lower? 

Should schools wait around to find out? Probably not.",0
@Kolawol77678812 @EdoFinegerian @GiftkennethG1 @channelstv @kolawol77678812 the you ageing about this 5G stuff as if you are one of the originator try to understand thier point of view from my understanding 5G weakens our immune system thereby enabling the corona virus to penetrate into our body faster because of the high in radiation,1
"While they propose a lock down they are on the street installing the 5G network without any medical precautions.
Covid-19 is not about a disease, its about NWO..",1
"The expansion of bandwidth capacity on #5G #networks could be used for remote health care applications. “Remote #healthcare requires real-time, high-quality #video conferencing, which today requires wired networks,” @Frost_Sullivan notes. https://t.co/fObEXENOa5",0
"@Perpetualmaniac There are some good info about 5g in here:
China, 5G, And The Wuhan Coronavirus: The Emperor’s New Virus https://t.co/jAMTaKszVy via @lloydburrell",0
"@rebeccabutlerm2 @snigg1 Was that rant really at our generation? I got the impression it was at certain members of our generation. More specifically, leaders of nations.",0
"On decision making—and key reason why startups can beat incumbents

IF there‘s a chain of command (+ path dependence) requiring serial consent: “Yes” &gt; “yes” &gt; “yes”—
—THEN a single “NO” kills a new idea

BUT if 19 VCs say no, 1 VC saying “yes” launches it.

Bezos nails it here: https://t.co/Fi4cfX9pqu",0
"The U.S. values its special relationship with the U.K., but allowing Huawei into Britain’s 5G infrastructure will have consequences across several sectors. Ultimately, protecting U.S. trade secrets from the Chinese Communist Party is our top priority. https://t.co/kcJCkjRmAD",0
Latin America has recorded what would be its first confirmed case of coronavirus on Tuesday as Brazilian authorities reported that a 61-year-old man in São Paulo had tested positive for the illness. Result of confirmation test due tomorrow (Weds) https://t.co/hp27xmWt1X,0
Six of Arizona Republican Rep. Paul Gosar's siblings are denouncing him in a new campaign ad and endorsing his Democratic opponent. https://t.co/rcpk16IRSR,0
"Dont be disuaded from chasing the truth. Not only does 5G cause COVID-19. It also causes your loved ones to stop loving you in a pursuit to create an onlyfans page

#staywoke #RadiationCreatesASimpNation",1
5g is spreading the coronavirus. Please call Qualcomm and ask them to stop developing 5g. We don't need 5g!#5GCoronavirus #TrumpVirus #TrumpLiesPeopleDie,1
New analysis from @LSHTM estimates that thermal entry screening at airports would only identify 9 of 100 #2019nCoV infected travelers coming off a 12-hour flight. Tool of limited usefulness. https://t.co/veBUATLGcF,0
"#NEW: CDC Director Dr. Robert Redfield on Coronavirus: 

""Right now there is no evidence to me that this [Coronovirus] outbreak is at all under control. It is definitely not controlled. And the sooner we can help them get it under control, the better for the whole world.""",0
"Not one for conspiracy theories, but as the COVID-19 crisis escalates, why is it I seem more than ever bombarded with ads for @Huawei and their 5G products?! 🤔",1
"Logging into someone USES 5G TECH...giving aneurysm, clots heart attacks are just a matter of turning up the power...AS I HAVE DEMONSTRATED SEVERAL TIMES

I SAW PEOPLE IN WUHAN PROVINCE JUST DROPPING DEAD...like flies

a flu like bug does this
OR
MICROWAVES?",1
"@w_terrence @CuresCancer What’s wrong with you guys? You take up any conspiracy at the drop of a hat! 
The way you see things the enemy is whoever you disagree with (I’m shaking here!). 
I noticed elsewhere your fellow nutcases are blaming 5G as the real cause of the Coronavirus! What next? Barcodes?",0
A #5G vehicle collects signal during a live broadcast of #cherry blossoms at Wuhan University in virus-hit #Hubei province. The university organized a ten-day live broadcast starting Monday to showcase #spring in the campus. #coronavirus #Covid_19 https://t.co/b8pvDFaJZb,1
"Yes, 5G CORONAVIRUS - HUAWEI is being rolled out in more countries around the world... 
Stay updated on 5G COVID-19 to protect your self... if you’ve covid-19 symptoms call fast the emergency 🚨 and FUCK DOWN the Huawei ...🖕🏽

© Gëzim Tota «TÉLÉ📽TOTA» https://t.co/RJ9scDvGka",1
"@nytimes @MichaelAvenatti @WSJ @FEC @TheJusticeDept @AndrewCMcCarthy @crew @CREWcrew @LeagueWomenVote @womensmarch @UniteWomenOrg “Federal reports show #USIF ended up paying $370,000 to Squire Patton Boggs, an undisclosed cut went to #Cohen … reports say USIF-funded lobbying efforts targeted reform of immigrant investor #EB5 program""

#gerrymandering
#TrumpBayStreet
#Mastroianni
https://t.co/ybRRrYrWtO",0
"@cnnbrk Breaking news: research by Chinese scientists shows that 5G base stations are to blame for the spread of covid-19. Wuhan, as a key city in China's 5G construction, is also the most seriously affected…",1
Pastor Chris Oyakhilome's curious analysis of connection between the #5G technology/network and #coronavirus https://t.co/I2AsC7tfLD,1
Singapore strips man of his status as a permanent resident after breaking his requirement to stay at home after traveling from China; he has also been barred from re-entering the country - ICA,0
"@KeriHilson believes that COVID-19 is caused by 5G networks. Imma call in the expert and ask @ElizabethBanks, was this not the plot of @CharliesAngels Full Throttle? I'm asking for me, your friend. #CharliesAngels  https://t.co/a8KK4YQW9l",1
@LeBatardShow Tesla's Neuralink Presentation and 5G starting in Wuhan. Kobe's crash on 5G international protest day,0
They will probably inflict great physical pain and harm through #5G to get humans to obey commands through use of nanobots disguised as vaccine #COVIDー19,1
"What happens when the battle occurs on multi dimensions. Theres a HUGE reason @realDonaldTrump &amp; Q want us to stay in the LIGHT with all of our hearts &amp;souls!

First take a look at the MAP &amp; The Team 'Managers' (the ones who control things there and here)
@GenFlynn https://t.co/41XWhWZJjh",0
"Everybody follow @chididdy026 on instagram for very informative videos and articles about Corona Virus, 5G ect... !!!",1
"Analyst Harsh Kumar is “wary” of the stock’s current valuation “given the potential near-term coronavirus risk to 5G handsets”

The current valuation “properly reflects the company’s positioning in 5G mobile”",0
"RT TechLinndustry: So, one thing I'm digging into right now is how COVID-19 will impact product launches, and we have quite a few prominent ones this year - 5G phones, next gen consoles, foldables, and dual screens. If supply chain remains impacted into June, I suspect holid…",0
"How many of those influenza-like illnesses are COVID19?

Guess we have to wait for death counts in 3 months? https://t.co/ZZRQcTggSm",0
"All These half baked  Covid-19 id caused by 5G ideas.
R1000 for anyone that can share a peer reviewed study that shows that. https://t.co/47BTH8kf5o",1
"""The general public needs to be made fully aware of the 5G-Coronavirus-biowarfare link"" #COVID19

Is the Coronavirus linked to China’s Rollout of 5G and Biowarfare? https://t.co/SchHFm9mMd",1
"nice work! Good stuff, I hope some European Countries will try to do the same. Like plotting the single infected user on the Map of European countries. BTW: this is a great Interview of how the Chinese fought back: https://t.co/BleqyEOBOh - like setting up 5G networks ... https://t.co/YMjkANa4fU",0
Schlapp girls cheering for their President!  Thanks everyone for coming to @cpac!  One for the ages! https://t.co/eu5Vc7RBEz,0
"""dangerous nonsense"" is irresponsible response. Have you investigated the 5G claim? Did you communicate with the masses before installing 5G? 👎🏾👎🏾👎🏾

5G coronavirus claims 'dangerous' as mast fires investigated https://t.co/InKcYqm7ku",1
".@kirklandgov confirms with @KIRO7Seattle that ""several"" fire crews are in home quarantine following contact w/ two #coronavirus patients at Life Care Center.  Those crews will be out of the mix for at least 14 days. https://t.co/UPXSdnXxhj",0
when we said this technology fundamentally enables an incredibly vast and implausible array of things we forgot to mention that they’re all good https://t.co/j4FwNdSviW,1
"@fairvote @OleMissRebels ‘Arron #Banks: brash British millionaire who backed #Brexit, befriended Russian ambassador &amp; loves Trump’

“Banks has been to #TrumpTower w #Farage &amp; #Wigmore. They were the first foreign delegation to get a meeting w/the president-elect in November 2016.”
https://t.co/Df7xWrUbgN",0
"BREAKING: A @Facebook contractor in Seattle has been diagnosed with #coronavirus #covid19. The person was last in the office on Friday, Feb. 21. The office, Stadium East, will close until Monday. Company statement: https://t.co/H6JpVrVXoy",0
"Two virologists I’ve spoken to say coronavirus is not an end of days virus. They say take precautions/work for a vaccine, but emphasized this isn’t “the big one.”",0
"Three robotic nurses are taking care of #coronavirus patients in isolation wards in a hospital in Shenyang, China. #FightVirus https://t.co/Olq7tcIP6S",0
"Good morning… 

On the show: 
- Health Minister Nadine Dorries becomes first MP to contract coronavirus
- Chancellor prepares to unveil budget amid growing virus concerns
- Huawei: Government survives Commons rebellion on 5G network

I’m live on @LBC at 7am. Call 0345 60 60 973 https://t.co/sct64sT9d7",0
"Clout chasers are using misinformation about the coronavirus to boots their followings. 

From @oneunderscore__, @BrandyZadrozny and me for @NBCNews: https://t.co/HU9CGJfc6t",0
"""An open society, where the gov operates transparently and information circulates freely, is the bedrock of public health. Censoring those chapters would play into the very dynamics... A gov that operates secretively and w/o accountability is ill-equipped to contain an epidemic""",0
"Countries cannot afford more of this, but underinvesting elsewhere is even more concerning. ""Some of the coronavirus testing kits sent to state laboratories around the country have flaws and do not work properly, the CDC said"" https://t.co/Xt1D8ZRyU5",0
"@CDCgov Is it possible that when you look at Italy and Wuhan, China
These places installed 5G Towers everywhere
Is it possible that the radiation produced could of caused a mutation in the virus before it was identified?",1
"BREAKING: Iran reports 595 new cases of coronavirus and 43 new deaths, raising total to 7,161 cases and 237 dead https://t.co/eUoE2b20hL",0
"Correlation != Causation.

Tho this probably will correlate with population density which will correlate with mass infections, and 5G could be ruining people's immune systems. https://t.co/rjsas5WFm2",1
"""We have not met an adversary like this one. Actually, it is slier than SARS.""

A senior expert from China’s National Health Commission weighs in on the #coronavirus spread in #Wuhan #新型肺炎 #CoronavirusOutbreak https://t.co/0Pzj6wf3B5 #ঢাকা #বাংলাদেশ",0
"Really? He called the virus itself a hoax? I heard what he said, and he called the politicization of the issue by the Democratic Left a hoax. Let’s roll the videotape and see who’s telling the truth here https://t.co/0Qb7mA3FQI",0
"Sarah Kendzior: Advertising is getting the attention but harassment was important--it drove women off social media, they were less likely to stand up for themselves, to admit they were Hillary supporters. @sarahkendzior https://t.co/HIwtVwHiHh",0
"By the way, we do ask other countries to assist in criminal investigations.  We do it through mutual legal assistance treaties, formally, through judicial and diplomatic channels.  Here’s the MLAT with Ukraine, for instance.  https://t.co/BDaBtrX0Z6",0
"Not good news: @WHO's Bruce Aylward says that the #Covid19 mission did not find evidence of lots of undetected mild cases. If that's true, the severity of the illness is what is being seen now.",0
"Re: Forced vaccinations, the Corona virus, and 5G. Is there a connection? Are they (for example,) putting microchips in the virus infected vaccines, and activating with the 5G towers??
https://t.co/mXjJo1lmVW @NewsWars @PrisonPlanet @gatewaypundit @GeorgWebb @realDonaldTrump @VP",1
"I think a random group at the local bar spit-balling for 5 minutes could have come up with a better list of ideas.

Below; our endorsed national actions. https://t.co/jaKzqdcLr3",0
"@SenBobCorker @SenJohnMcCain @SenSasse @JeffFlake @MikeBloomberg @alzassociation @RepAdamSchiff @MarkWarner @johndgartner ‘Trump, America’s boy king: golf and television won’t make America great again’

“using publicly available logs to conclude Trump’s schedule was awfully light…Trump either is hiding a lot of POTUS business from the public, or he is not doing much at all”

https://t.co/0qsGRzgQgI",0
Wuhan rolled out 5G in Oct 2019 — two months later the province became afflicted with coronavirus,1
". @XilinxInc sells chips for #5G base stations, and had grand ambitions for its sales in the space. But last week the company announced layoffs and a ""pause"" in 5G buildouts. https://t.co/csrLDkqR3T?

Is this a canary in a coal mine?",1
"Nah. I’m melinated. The virus started in Wuhan, CHINA. 

Bigger issue and point tho?

Maybe if that communist regime was more open about its bio chem labs, 5G technology harm and HORRENDOUS diets, more people wouldn’t be so skeptical as to it not being a MAN MADE Chinese virus. https://t.co/17EfePe6Ns",1
"So... Our male Acanthoscurria geniculata, which had built this huge web, turned out to have another moult in him! 
#acanthoscurriageniculata #moult #tarantulakeeper #tarantulalovers #tarantulasoftheworld #tarantulas… https://t.co/tiWsrBbZQx",0
Fact-the Chinese gov. Forced inoculation on wuhan city last october. News announce in December 5g was in starting stages thier. Full power by February. 🤔 people dead report status?,1
"In China’s Guangdong province, 14% of recovered Covid-19 patients tested positive for the virus in later checkups, raising the question whether recovered patients can still infect others. https://t.co/Y7xdi4hccJ",0
"Some of the videos in that piece from a mainland YouTuber haven’t been verified. Many have. An equally pessimistic tone is visible in this piece, &amp; if you understand China, you will recognize it to be true. The system allowed 2019-nCoV to beat SARS https://t.co/ZxXTZoGKy9",0
"Could it be 5G internet is a catalyst to COVID-19 disease?
Many medical documentaries point at the possibility.
The waves emission is a likely problem.
Anyway just thinking out loud.
Please click the link below for the medical angle
https://t.co/IrSujTqUlh https://t.co/fmYitD4Sqn",1
"Public health officials in the city believe the high number of cases is ""a reflection that there is more testing happening here""

 https://t.co/N7DP2EXUsp",1
"In a connected world, nothing remain local for long.

The outbreak #CoronaVirus deserve global attention, as it spreads its tentacles far beyond the epicenter of #Wuhan, #China

@WHO @MoHFW_INDIA @shailajateacher 

https://t.co/WbvvGeNEsL",0
One of the ‘holding cells’ for the passengers waiting to board the #royalprincess in #LosAngeles Still no word as to the reason for the delay. @PrincessCruises https://t.co/omxj1HUiph,0
@olliebears1 @BBCRealityCheck @BBCNews Sorry since when did wuhan a poorer province in China have 5g services all over ? Get a bloody grip you absolutely moron.,1
"This is why they said #coronavirus is going ramp up this week, because the 5G towers are up and ready to harm innocent humans. If you do the research this shit is not for us and the government date care. They only want to control us and depopulate the world. @LBC @LBCNews https://t.co/2gU97qLSBP",1
#coronavirus #covid19 is a huge opportunity for @ATT @verizon others to leverage current #5G deployments for immersive collab as many events globally go virtual - @Cisco is extending @Webex access &amp;  @zoom_us &amp; others will do the same https://t.co/jk9As72Uql @mobileworldlive,0
Look how the symptoms of radiation pneumonitis are similar to the symptoms of Corona Virus #COVID19Pandemic #5G #WuhanCoronaVirus https://t.co/nNOuDh7kIz,1
"Make America Third Again.

U.S. economy slips from first to third place in global competitiveness ranking amid Trump's tariffs https://t.co/RiJKVq9CUV",0
5. Shouldn’t we wait to see the China situation? They've contained  the epidemic after 7 weeks of intense national effort. Will their strengthened systems not contain outbreaks quickly? What is their herd immunity? We don’t have serology available yet? It might be substantial.,0
"Pres. Trump on $2.5 billion emergency funding request to respond to coronavirus: ""They can do whatever they want...some Republicans would like us to get 4, and some Democrats would like us to get 8.5. We'll be satisfied whatever it is."" https://t.co/SX0srVKieG https://t.co/y9VCuwdnvF",0
"5g Corona (transmitter) virus is bad... but FREEDOMGATE is better. 

MESSAGE TO HUMANITY FOR ANYONE WHO WILL LISTEN 

https://t.co/wGB3P4Vs89

#humanity #coronavirus #covid19UK",1
@LuvMyShitzu @CoreysDigs I agree. we have to stay vigilant and not panic. the only thing that is stopping outbreak right now in the US is because President Trump had prevented the Huawei from coming over here and the Space Force protecting us,0
"‘Friend of Alexander #Litvinenko sues Russian TV channels for libel
—Alex #Goldfarb has filed a complaint in federal court in Manhattan after broadcasts on RT &amp; Channel One blamed him for the former Russian spy’s 2006 death in London’

malicious defamation
https://t.co/8usEqTfazn",0
"Distinguished Australians incl FMR FM Gareth Evans, AMB to China.. are among those who signed an open letter calling on China to release #Kovrig #Spavor. Quite honourable and correct to reject hostage diplomacy 🙏 https://t.co/uayen5kwcM",0
5g is the cause of this virus and the government is lying to us all... they activated 5 g in Wuhan before all this happened... stay woke,1
Kudos China Mobile. Top 5G globally. China Oems will drive retail prices down dramatically in 2020 and dominate volumes despite coronavirus in Q1.,0
.@StateDept is working with U.S. companies and charitable organizations to facilitate delivery of donated medical supplies to teams working on the #coronavirus relief efforts in #China. Inbound evacuation flights are using their cargo space to deliver these essential supplies. https://t.co/GfabYysuNY,0
"evidence on Pirbright Institute shows Covid 19 under trade name CORONAVIRUS is a patented “invention”.Same symptoms from 5G,is uninsurable so Lloyds of London won’t cover it
UK people want 5G banned &amp;Pirbright investigated &amp;its owners arrested @DailyMailUK @guardian @bbc5live",1
I am a doctor and am not afraid of coronavirus. There I said it. Watch me get crucified on Twitter... bring it you trolls. I’m willing to offer up an unpopular opinion to shake people from this hysteria.,0
"“…about a “secret society” and the “deep state.” Both #Hannity &amp; #Assange’s #WikiLeaks have pushed similar document drops and hashtag campaigns since before the #2016election”

Devin #Nunes
#HannityWikileaks
#HannityAssange
#HannityGuccifer
#TrumpHannity
https://t.co/ItRMbRkBN2",0
"F-35B Lightnings from @USMC have arrived onboard! The jets, from VMX-1 based at MCAS Yuma, are conducting 'fly to' operations for the next two weeks. Their pilots are undergoing CQ, 'Carrier Qualification', before exercising pairs sorties with our own UK Lightnings #WESTLANT19 https://t.co/sI6pGaTcix",0
"The Coronavirus-driven pullback in tech names like $AAPL, $SWKS, and $QCOM? It’s a buying opportunity for the next 12-24 months, says @ChrisJVersace.

Versace assesses how the looming 5G launch will impact some of the sector’s biggest players on #TheWatchList with @NPetallides:",0
"""’The only thing you need to worry about for your cruise is do you have enough sunscreen?’ one of the suggested talking points reads.”",0
"@WHO .@DrTedros: ""It’s what's happening in the rest of the world that is now our greatest concern.” Says: ""We are at a decisive point.""",0
"""Wireless radiation is one of the many types of environmental pollution that can damage the immune system. The rollout of #5G is increasing our daily exposure to wireless microwave radiation from the new 5G/4G network antennas."" https://t.co/Cii1JYMvKj #coronavirus",1
"5G IS THE REASON MILLIONS ARE BECOMING SICK
NOT NO DAMN CORONAVIRUS 
DO SOME FUCKING RESEARCH IDIOTS",1
"So, I’ve come to the conclusion that this Coronavirus and the 5G towers correlate. How is it that wherever there is a 5G tower, there’s an outbreak. Wuhan was the first with these towers, and are now the hub city for “Coronavirus”...",1
"""In Japan, schools have canceled bulk food delivery orders for lunches they will no longer serve, affecting farmers and suppliers. In Hong Kong, an army of domestic helpers have been left unemployed after wealthy families enrolled their children in schools overseas""",0
"HEALTH NEWS: When you get the coronavirus, the official CDC recommendation to treat a runny nose, sore throat, cough, and fever is to lower the rate hedge funds can borrow at from 1.5% to 0%, and increase Treasury purchases to $200 billion per month.",0
"Conferences cancelled #coronavirus:

Google Cloud Next
Adobe Summit
Mobile World Congress
F8 
Google News Initiative Summit 
Facebook Global Marketing Summit
Cisco Live Melbourne
CERAWeek 2020
Geneva International Auto Show
Game Developers Conference
F5 Agility 2020 conference",0
"Join Bill Gates as he talks Tech, YouTube, Porsche Taycan, Coronavirus and tackling his inbox.

#MKBHD #BillGates #Microsoft #Tech #Health #Automobile #Smartdevices

https://t.co/N5Qa8Y13si",0
"China speed! Construction for a new 1,000 bed #hospital for #coronavirus patients in #Wuhan is underway. Construction will take about 6 days. The hospital will be equipped with #5G in order to deliver state-of-the-art #telemedicine. https://t.co/4jjqThjX0L",0
"The new virus pneumonia is named as ""Novel #coronavirus pneumonia"" (NCP): China's National Heath Commission https://t.co/UkPe8AZZoQ",0
"Whistleblower claims feds not properly prepared to assist with coronavirus evacuees, lacked full protective gear.  https://t.co/PCBW8VRqbu",0
"New York 99 of 475 US #COVIDー19 fatalities. A #5G city, like Madrid, New Orleans, north Italy, Wuhan.
#Covid_19 lack of oxygen aggravated by #5G?
5G freq=60 GHz; =resonance freq of oxygen. Hemoglobin cannot take O2 molecule in resonance
Covid-19 + 5G work together to suffocate? https://t.co/GEVLnqmAC0",1
"So the question on #Huawei #5G is fairly simple for @BorisJohnson - given that the Chinese record for disclosure eg #coronavirus 

Would a ‘private’ company from such a country truly offer the least about of risk to 🇬🇧 intelligence and security? Consider it’ll compromise UK-US",0
"Covid 19, Internet Rumors, 5G and Lions, Fenn Treasure Hunt 5th Victim and “New” Men in Black. https://t.co/xPgOGSQ1Bu",1
"◦ City facilities cancel events, including at Seattle Center, public library
◦ Seattle City Council recommended canceling all committee meetings
◦ Seattle Humane is temporarily closing to the public
◦ Seattle Presbytery leadership suggests regular worship be canceled",0
"All of this is good or you can....Skip straight ahead to 5:00 minutes to get to the ""meat"" 
... COVID-19 is caused by 5G
....Coronavirus Caused By 5G  
https://t.co/PiudnaDQUx via @YouTube",1
Hope everyone had a good Holi. But please stay careful with the Corona outbreak being around.,0
"OK everyone out there following me. Here's the drill. You can put any argument you like but, as of now, I'm going to start blocking anyone accusing me of anything other than a professional approach to reporting on this. So I'm peddling lies, covering up for bla bla etc blocked.",0
"5g in London but they telling us stay in because of corona, every new g somewhere comes with a new pandemic just before. Chaos for order the New World Order https://t.co/Gfx52KXBSI",1
"Special Collection: Coronavirus (COVID-19): infection control and prevention measures | Cochrane https://t.co/s3CoqCsRr7
  
Today Cochrane has released a new Special Collection: Coronavirus (COVID-19): Infection control and prevention measures.",0
Eliminate vendor lock-in with converged 4G/5G xHaul transport and intelligent automation.,0
The 5G Towers are doing all this. It's not an illness.. its radiation. You cant catch a virus from an animal without it being injected into you. #coronavirus #CoronavirusOutbreak #5Gnetwork https://t.co/YmCkGnuNts Control by Cell Phone via @sciam,1
Canadian TV viewers: I’ll be on CBC News @PnPCBC at 640pm EST. Tune in as I advocate (again) for @WHO to declare a global emergency 🚨 for the #coronavirus. Will the WHO listen? https://t.co/4s56K432e1,0
SKAGIT COUNTY is reporting its first confirmed case of COVID-19. A woman in her 40s is at home in isolation and it’s believed she acquired the disease through “community transmission.” County says it’s likely more cases will emerge down the road #KOMONews,0
"I’ve been watching this guy who installs 5G tower blocks for while and a week later he quits he’s job cause of the outbreak and why we all in quarantine I think you Twitter people should see this 🤯🤯🤯 
https://t.co/ZWvn1zX7zA",1
"A Pandemic rolls around and suddenly everyone turns into an expert on Viruses 

Yes Karen, tell me more about that post you saw on Facebook, you seem so knowledgeable on this topic",0
I just got to the polling place at Texas Southern University. There are at least 100 people still waiting to vote. It's 11:15pm. #TXDecides @HoustonPubMedia https://t.co/scQjbC26mv,0
"Shout out to Keri Hilson for saying the Coronavirus got started by 5G cell towers in China. 

Her third eye is open. https://t.co/KRNyvOULQE",1
"“survey commissioned by RNC has glum conclusion: voters overwhelmingly believe Trump tax cut helps wealthy instead of average Americans. by 61%-30%, respondents said the law benefits ‘large corporations and rich Americans’ over ‘middle class families’ “ https://t.co/A0Z33tDeD9",0
"While #5G will increase IT spending this year, the #coronavirus could cause major disruption in the tech industry, according to @IDC.
https://t.co/XEDO39nx5K https://t.co/atGWWaU774",0
"MYTH BUSTERS:

Q: Can spraying alcohol or chlorine all over your body kill the new #coronavirus?

A: No. It will not kill viruses that have already entered your body.

👉https://t.co/EOzxzF9s1i

#COVID19 https://t.co/dK2cCvRWDV",0
"“Chinese medical workers at the forefront of the fight against the coronavirus epidemic are often becoming its victims, in part because of government missteps and logistical hurdles.” The country’s most brave, failed by its bureaucracy. https://t.co/iwwvZkHvar",0
"It’s really scary the things we hear about covid-19 as we stay at home. There’s a voicenote everywhere now that’s covid is not the real deal, but 5G. We don’t even hear about the 5G invention even in the news.",1
"A ""5G+VR"" remote diagnosis system is introduced in south China's Kunming to effectively reduce the risk of #coronavirus infection during treatment https://t.co/DXAO5CtN7M",0
"Doctors state that hypertension is a major factor in the mortality rates from #coronavirus!

50% of those who died from #covid19 had high blood pressure!
https://t.co/tqSpX84V3l",0
Johns Hopkins University Center for Systems Science &amp; Engineering launched tracking map website of the Wuhan coronavirus (2019-nCoV) as it appears to be spreading around the globe in real-time. https://t.co/WuS1oZIOkf  #coronavirus https://t.co/wsAJzcCTSF,0
Trudeau just refuses to do the right thing because when Trump banned flights he ridiculed him and implied racist intent. We are more at risk because of Trudeau’s arrogance. #COVID19 https://t.co/cOmpwFLo1m,0
"@USlawreview Yeah exactly. Their guinea pigs that they need to see what 5G, which was rolled out right before the coronavirus was rolled out, is actually doing to them.",1
"This is cumulate growth in #COVID19 cases on Diamond Princess post forced quarantine vs. cumulative growth in Hubei cases from time zero of Wuhan’s forced quarantine Jan 23. It’s a crude graphic we created, so interpret very cautiously, but gives some insight into relative spread https://t.co/VkambzIcVW",0
"#HIMSS20 may be canceled, but we’ve got #ATTHealthcare insights you can’t miss! Mark your 📅 and join our #livestream, 3/11 at 10:30AM CT. @ccetti will discuss how #5G and #edgecomputing will enable the future of #healthcare [and more]. #VirtualHIMSS20 #LifewithATT5G @HIMSS https://t.co/N6HqJrl4yX",0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, your hard work ensures that your country will continue to have millions of friends and allies in the EU, no matter what happens next. https://t.co/pO5QOlQqYE",0
"BREAKING: The Electoral Commission has recommended local elections in May should be postponed because of the #coronavirus.

@SamCoatesSky hast the latest.

Get the latest here: https://t.co/8kLuSXDeoy https://t.co/SdDypPavT5",0
"When the first social media videos were being released of Wuhan residents “passing out” in the streets I remember them bleeding from their noses,is this coronavirus? 
or is it 5G?
Italy has ramped up its 5G network recently.",1
My failing local newspaper physically makes me sick. Remember this when you talk about the importance of local news in a community. It upholds the status quo. That status quo can be awful. From tmr's powerpoint https://t.co/upYjnwZFJQ,0
9to5mac: Analyst expects 5G iPhone and iPhone SE 2 launch delays as coronavirus disruption continues; https://t.co/P3er97YNPz https://t.co/OWGkW1e4JI,0
"Why isn't the same effort being put into finding out the dangers of the untested 5G on humans as finding a cure for Coronavirus?  

Mass hysteria on a flu virus but no investigation on the effect of EMP's on the brain. 
#BBC
#SKYNEWS
#ITVNEWS
#FOXNEWS
#CNN
#5G
#CORONAVIRUS",1
"When a valid ID is required:

-Boarding a plane
-Getting a prescription 
-Applying for a job
-Cashing checks
-Applying for food stamps  
-Obtaining Medicare/Medicaid 
-Driving
-Donating blood  
-Getting married 
-Adopting a pet 

When a valid ID is NOT required:

Voting.",0
#COVID19 and 5G conspiracy theory is nothing but a power tussle. 🇺🇸 is far behind but 🇨🇳 is far ahead.,1
"1) I’m in agreement that elements of the CV may be a hoax - potentially a FF. 

I even entertain the notion that something being staged by China (abusing its citizens horribly in the name of DS survival). 

I also know that bio-warfare is real, and the cats are out of the bags. https://t.co/KQSjX3AVLQ",0
"Found this on Facebook: 

1. Wuhan, where the virus was first diag’d in Dec 19, is the site of China’s only biosafety level 4 super lab where the world’s most deadly pathogens, includ. the coronavirus, are kept

2. Wuhan is also where 5G was first tested and turned on 11 Oct 19",1
"Cause these niggas been choppin shit down around Houston, or at least 3rd Ward, in droves and I’m skeptical of this 5G theory and the timing of this COVID-19...",1
"Gordon G. Chang: America will have to reconsider their relationship with Canada if Telus goes forward with Huawei's 5G.

WATCH: https://t.co/IIMhPBh3W5 | #cdnpoli https://t.co/BNgLIQpcyK",0
